id,chat,label
405,user ooo camtu biasalah kena seimbang nakal kucing anjing abang lainlain darkside brightside chill sosial la kalai takde pelengkap kahkahkah k bang selamat maju jaya dah terjawab terima kasih,neutral
406,apapun membuatmu sedih tinggalkan apapun bahagia simpanlah,neutral
407,user gampang kak u buka hp buka browser ketik budaya palembang silahkan menikmati pembelajaran denngan gratis,neutral
408,user user segerombolan onta yg ngaku membela umat semata2 kepentinga politik praktistgb demokratis mementingkan umat yg berpikiran modernsalut untukmu tgb,violence
409,user culun mending pulang kampung aja,violence
410,goyangan jilboob mantap bener nih hyper kontol doi \n\ntadi squirt loh \xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\n\nyang nonton live nya besok doi\xe2\x80\xa6,harassment
411,islam indonesia islam nusantara islam modifikasi rupa masuk budaya indonesia beragam islam nusantara islam toleran,neutral
412,presiden aspek indonesia mbak user anti investasi asing berubah invasi asing kewajiban warga negara utk melawannya,neutral
413,zona nyaman indah tumbuh,neutral
414,user kalimantan sdh matlam gini batu bara nya keruk listriknya megap2,neutral
415,âfardu kifayahâ berhukum wajib ajaran islam pilpres utusan kalangan santri disokong ulama maju memimpin negeri,neutral
416,user hah bangke emang nih truk,violence
417,mempercayai keajaiban permulaan,neutral
418,user cebong kampret onta ngak bersinggungan laut,racist
419,user risa pulang pelatihan iris hazel miliknya menangkap siluet gadis gadis asing\n\nbelum risa temui gadis radio tempatnya tinggal r,neutral
420,user user user hahahaha orang gila ngomong cak\nmakanya micin biar otak loe encer cong\nngomong ae ngawur muslim muslim silit taubabi,violence
421,user user user user user user user user user user user coba ngaca n introspeksiapakah keluarga yg gak pake hijab komunis jgaotak dipakai jgn cmn jd property or pa,violence
422,muhammadiyah inggris jalin kerjasama pengendalian ekstrimisme,neutral
423,user kalo neraka terkena bom surga org dimuka bumi goku,neutral
424,bot nanya ich liebe dich yg ntar bot kasih aipet yg barusan nyemplung jamban kuda \xe2\x80\xa2\xcc\xaf\xcd\xa1\xe2\x80\xa2\xcc\xaf\xcd\xa1,neutral
425,tendang aja player bodoh turunkan rank sampe orang bego,violence
426,bodo anjir bodo ngakak gua ngakak astagfirullah humor bet url,neutral
427,user user matamu picek cukk\nora delok prestasimu\n\nguoblokkk\ntolol,violence
428,menang aja gayanya udah kayak anjing jancok emang,violence
429,user coba dedengkot jin terang ulama saudi rilis publik akidah jin contoh jin anggap kafir pemeluk kristen hindu budha dll peluang masuk surga \naku fatwa saudi jin adal,neutral
430,user hujan lebat langit gelapgelita guruh kilat menyumbat jarinya telinga masingmasing mendengar suara petir kerana takut mati masakan terlepas allah me,neutral
431,cerdas konseptual,neutral
432,user namaku baek yoon\xe2\x80\x94gi \n\nucapan terputus seiring mengerjap mata mengantuk gigit bibirnya ragu menggapai gelas meminum wine ditinggal m,neutral
433,bismillah melayu raya tanah melayu macammacam nama dengar kaji jajahan tanah melayu thread kupaskan serba ban jawi,neutral
434,berani berjuang meraih hasil sempurna,neutral
435,aduh lucu banget adek kelas gue pa sma laporan bang field trip taman safari heran dah nyebut 1 nama temennya arisan ama keluarganya aja bawa 1 sekolahan\n\ntai arisan,violence
436,user gimana sih mainnya dasar asw,violence
437,kehebatan kearifan suku baduy hutan terjaga budaya nafas kehidupan hidup dgn menjaga keseimbangan alam,neutral
438,yailaah giliran gini aja rame yg ngebela\ndulu pa idol mati sedih doang diserbu gila2an\nyang sarap ya maap,violence
439,sabar gan babi ga dibilangin,violence
440,user user user umat islam yg ente mksd\nfpi hti mrk bkn muslim tp penista islam bajingan mrk muslim tdk mgkn berbuat onar pengecut lari dr tgg jwb stlh mesum\napa2 islam apa2 islam giliran mesum islam berbuat onar islam,violence
441,berdiri keramaian mudah butuh keberanian berdiri,neutral
442,celeng nya susah bgt dah dibilangin bolot kali yak \xf0\x9f\x98\xa,violence
443,user cari musuh dasar peranakan cebong kampret,racist
444,user setuju dpr menteri pejabat negara wajib dipotong 50 presiden\ntiap pns dipotong jg\npegawai swasta dipotong,neutral
445,cieee menang curang aja bangga dasar babi keparat ga tau malu,violence
446,user user user juara ngibul junjungan ban kampret,racist
447,user ga keturunan cina sipit,neutral
448,cepet maju anjing ngendon aja situ berak,violence
449,emang tu cewe sangean dientot,harassment
450,takut banci ngegodain jablay mulu dasar gigolo,harassment
451,tunjukkan pesan dapatkan diskon 10 menu spesial,neutral
452,user bolot,violence
453,doi tuh native speaker ya\n\nmother languagenya english\n\nkomen dijaga bangsad,violence
454,kitakita aja pernyataan ga ngerasa bangke,neutral
455,user mrk slh tulis slh aja bu \nmkst nya cebong muda kampungan \xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81,racist
456,uname absurd first impression gak bikin enak imaginenya gak ganteng typing pa dicoba eue dm enak banget berharap dm,harassment
457,kebahagiaan kupukupu mengejar kupukupu terbang diam kupukupu menghampiri bersandar bahumu,neutral
458,stw singaraja suka kontol url,harassment
459,user user user kafir haram pemimpin nyet,violence
460,player player tim monyet,violence
461,ceruk pasar pasar yg lbh tp pasar pst butuh cth asuransi pensiunan tentara u tuh ga org pensiunan tentara tp sekalinya pensiunan tentara pst asuransi tsb alat kebutuhan org cacat ga org cacat ta,neutral
462,user user user user emang kyai staquf nyebut suku ra biar mudah dipahami nalar ente yg bahlul ane ente arab yg yg ente sembah aja gk ane sodorin arab ban saud yg pro israel eh ente pura2,racist
463,user ngelakuin dosa ya ani sandi sampe bully rendahkan terus2an bnyk orng yg jahat licik yg sebenarny bully rendahkan dunia kejam kawan \xf0\x9f\x98\xa7,neutral
464,user om kalo om belajar agama budha hindu yg bener ga bgini coba belajar yg bener ya buka mulut,neutral
465,user pengalaman yg kerja part time cina best kerja melayu haha,racist
466,user gakuat karna jijik ku cepetin \xf0\x9f\x98\x8c berasa yg dikejar2 yaaa sampe napa aja sungkan wkwkwk,neutral
467,parah dah si aseng matanya sipit ngeliat musuh,racist
468,user user user hehehe akhirnyaternyata pasar global jgtdk terbatas lokal masi aseng asing jujur saja\xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\x86,racist
469,gua daiping mampus lu cok,violence
470,omong kosong dah taktik ganti ganti maen ga kayak kayak kebo gitu aja,violence
471,marahin rp panggil sipit hoshi suka matanya mana\nsepele ah fisik\nmungkin dipakai definisi hoshi memiliki mata sipit deh,racist
472,user otak makelar penjual asset negara maling asset negara \xf0\x9f\x91\x89user pertamina jual isi tka tiongkok \xe2\x9d\x932019gantipresiden \nurl,violence
473,user akun siti fatimah amp yg komen lamannya diringkes ajaparah amp bejat memalukan bp user semoga sehat sabar amp semangat suarakan kebenaran,violence
474,user user user cina bangsat sdh kafir haram lagi\nhikshikshiks,racist
475,setuju ancurin semua yang mainnya ga karuan url,violence
476,berharap apapun terkejut kecewa,neutral
477,user onta tu nsd,violence
478,user umpannya pake tu biar mancing dpt buaya,neutral
479,user user user user user user user user user user user user user komunis berabtad pki kecoak makan kecoak,violence
480,penuhilah dirimu orangorang mencoba menghisap aura positif mu,neutral
481,user user mata loee picek ya matamu picek blok \xf0\x9f\x98\x85\xf0\x9f\x98\x85,violence
482,user indonesia bertahan kekuatan ekonomi politik penghuninya memilih bekerjasama menyimpan perbedaan agama,neutral
483,membicarakan berbahagialah,neutral
484,user a clara\n anak pinter\n dongo\n koplak\n cantik idot \n gatau malu \n urat malu putus\n butt muka nya imut bgt,violence
485,menag user riset ptkin jgn berorientasi publikasi artikel scopus sejenisnya outputnya hr tantangan umat islam ptkin pangkalan data sbg rujukan pembangunan database ulama nusantara shg g,neutral
486,presiden buruk sejarah bangsa2 cebong,racist
487,me nusantara dlm arti nasionalisasi asset yg dikuasai asing hny pemimpin yg sungguh nasionalis patriotis\n\nnusantara versi proxy hny bertujuan lemahkan ketahanan nusantaranasional bangsa,neutral
488,user foto profile nya pesawat tp msh b blg jgn cintai produk asingdari sederhana sajakita sdh b mengukur parahnya tingkat kemunafikan mulbh lgs terjun pesawat biar ucapan sesuai dgn perbuatan,neutral
489,user remukan rengginang cocot ah,violence
490,cewe ngentot yuk mosok maen game virtual mulu kali maenlah abang kontol abang gede loh,harassment
491,kontol gua ni isepin lo ga omong gitu,harassment
492,okeydokey w emang hunkydory sans ygy,neutral
493,user ayo pilih alin aja alin tuh bawel banget diomongin ngeliat banci dijalanan aja omongin,neutral
494,orang baper ga berkembang loh takut deket deket lo,neutral
495,user user prof prof bilang pendapat tdk forum terbuka ngaco tdk biarkan prof pemuka agama ulama melur,neutral
496,user user biadab tuh oknum aparat keparat,violence
497,user hahahaha jancuk gg banget maennya,neutral
498,untung aja ketemu temen savage g nyesel gb in,neutral
499,kaisoo couple hangat bandara tanggal 1 maret kemarin nggak kalah hunhan korea cina cina korea kai demen banget deketdeket do kaisoofact,neutral
500,wuakkakaa mampuss ga salah gue diblock sama lo gaya lo toong toong,violence
501,orang asing ngobrol bosen nunggu transit temenan sampe,neutral
502,user user user user mata picek matanya lihat sebelah,violence
503,user user maaf twiter kali dbuat orang bego,neutral
504,user ha ha kocak kalabong emang dungu,violence
505,catatan buka dilupakan pengalaman pilkada dki jakarta 2017 user user diusung partai gerindra user berhasil menumbangkan petahana diusung koalisi dimotori,neutral
506,mengenal walpri perempuan pilkada bondowoso â radar jember,neutral
507,user user user disana mayoritas budha jg pendetanya yg demo kau googling video demo thailand biar tau,neutral
508,user user komunis bermain,violence
509,suka kesel orang pa gua jadian confess gua giliran gua jomlo kemana tau ngomong silit,violence
510,user ehhhhh bandot user lu kritik gw ampe mencret darah is ok\ntpi klo lu hina fitnah gw ambil tindakan ,violence
511,balas gima usir budha user ajar etnis muslim rohingya disingkirkan data sensus penduduk myanmar,racist
512,astagfirullah mata gw ternodai \nterkutuk kau yg ngert bokep \xf0\x9f\x98\xad,harassment
513,allah memanggil orang mamputetapi allah memampukan mauyang rinduyang baitullah,neutral
514,user kntl ye apus ga,violence
515,pengobatan monyet kedih url,neutral
516,user pergi lo bangkai,violence
517,kebingungan ditoleransi bikin gw mikir alasan katolik paus wakil kristus,neutral
518,user udah ketawa kunti,neutral
519,aamiin ya rabb tolong user indonesia ya alah dgn yg lebiiihhhh,neutral
520,junggler tolol disuruh turtle buff,violence
521,user amin smoga istiqomah\njgn khawatir cibiran org anggap aja ujian\ningat org2 yg dulunya suram kafir taubat tokoh pejuang agama islam,neutral
522,video call gubernur user dinas istanbul turkey video call melaporkan hiburan malam karaoke sense amp diskotik exotic ditutup hormat kera dibantu ole,neutral
523,bela adl pancasila kedaulatan negara user mendukung lengserkan ancaman nyata,violence
524,junggler tolol disuruh turtle buff,violence
525,user si cina kutil babi,racist
526,maen memek gak sih babi,harassment
527,hajar ndan ganyang noob,violence
528,bangke sampe kg bsa tidur siang,violence
529,duh kasian jg jadi goregan musuh,neutral
530,user amiinnnn semoga menang ya broh,neutral
531,user gak menikah sekalidaripada menyimpang lgbtmenikahlah hidup berkahdunia sdh rusak dgn perzinahan gerakan stop perkawinan,neutral
532,maen mm gak sih babi,violence
533,berdayakan ekonomi pesantren ulama jawa barat,neutral
534,semangat user kantor staf presiden terdepan publikasikan kegiatan presiden rakyat tau presiden kerja kera membangun bangsa kerja kerja kerja user user user user,neutral
535,bacot cocot,violence
536,ulti character gimana cok,violence
537,user user user user kristen nusantara conth hkbp huria krsten batak protestan gkj greja kristen jawa gereja pasundan gereja manado gereja maluku gereja papua dll masing2 ciri khas sesuai tradisi suku,neutral
538,3tahun dah segitu ya bentar utang sby njiiieng,violence
539,user masyarakat tionghoa yg pancasialis dr jowo cm nggak terekpos aja contoh nyata kwik ekonom ustadz felix siauw \xf0\x9f\x98\x85,racist
540,ulti character gimana ajg,violence
541,negara kayak menipu bocah sd aje dokumennya hilang fuih,violence
542,allah swt disembah dungu biadab ya,violence
543,lord cok buta map memek ajg,harassment
544,perbanyaklah membaca cerdas biar gak dicap goblok v\n\njustkidding\nnb orang iq diatas ratarata mengerti tulisan v,neutral
545,sukses muda nunggu tua,neutral
546,user burik iya yg gitu burik panuan kutuan jamuran hah emang rang ajar,violence
547,user we jancuk ngapain belajar,violence
548,lord cok buta map mm ajg,violence
549,user user kalo jaman gue smp negeri kami pake baju kotak2 kayak seragam sekolah kristen gitu jumatnya diwajibin pake celana doang ga pake baju koko yah \xf0\x9f\x98\x85,neutral
550,user najis lo ngedm gajelas dm gue ga dibales bodo gue doain pentaslo ga menang,violence
551,jd cowo bacot si ajg gua gampar aja,violence
552,mayoritas yang maen sini jago semua bray,neutral
553,minimal mm map gedein cuk,violence
554,exp beban ngefeed,violence
555,mngkin sya bkan org baikdan sya anggap baikpaling tdk sya tdk munafik dgn berpurabaikkarena yg terpenting sya berbuat,neutral
556,user dlm kristen prinsip inkulturisasi dlm agama bgmn mjd katholik yg indonesia kristen yg indonesia yg asing islam yg kental arab,neutral
557,dibilang mundur maju anjg,violence
558,kalo maju mundur aja ga war ngentod aja anak,harassment
559,barusan dongo dongoin pemotor yg klakson bertubi2 lampu merah woy dongo brisik norak \n\npas nengok taunya temen smp \n\ndia chaink\n\naku nangis nganti metu eluh getih puteeeh,violence
560,dasar kampungan lo maennya payah ga bagusnya,violence
561,versi terbaik dirimu versi kelas orang,neutral
562,the lie tju siswi kelas 1b smp katolik santo petrus 1984 istrinya ronaldo pardede siswa kelas 1a smp katolik santo petrus 1984,neutral
563,nggak pernah dengar main gini sambil ngotot,neutral
564,user lo tuh yg bencong bacot lo lebih2 cewe kaya banci yg ngamen gak dikasih duit bacotnya \xf0\x9f\x98\x92\xf0\x9f\x98\x92\xf0\x9f\x98\x92\nmending lo cakep mah jelek kaya gitu\nmadesu \xf0\x9f\x98\x84\xf0\x9f\x98\x84\nmentioned gw langsung quote tweet \xf0,harassment
565,cina lg cina lg usir aj ya merusak sih kerjaannya,racist
566,user ayoh bangsa indonesia bersihkan etnis cina kapir,racist
567,tolong kalo liat bok ya manggilnya pa lg berpapasan aja buta budek\n\nlg nunggu\xe2\x80\xa6,neutral
568,user enak bgt yah om jawabannya\n\ngmn klo udah bom sby jgn diperdebatkan tersangkanya udah meninggal,neutral
569,user user user user user kafir alquransitu sehat,violence
570,gua entod lo cewe jablay ga tau malu,harassment
571,kelakuan pada bejad semua sombongnya ga aturan giliran maen g bisa ulti,violence
572,didungukan islam quran mengajarkan amoral user ansor agama islam posisi moralnya,violence
573,owner seo tae adminnya hiring bebs 3 \xce\xb7\xce\xb3\xcf\x85\xd0\xbc\xcf\x85\xd1\x82\xc6\x92\xce\xb1\xd0\xbcs,neutral
574,user okesip otak bolot gue konfyus,neutral
575,konyol babi ph beban team,violence
576,user user perek lo gimana sih sdh dool ya,harassment
577,user user pilih presiden yg orang tua nya pengkhianat negara,violence
578,udah deh ga usah bahas politik pas maen ga jelas tau dasar bgst,violence
579,user user user tolol ngaji dimana kau kl agama islam sprti ketahuan orang ngajinya sm orang ngk,violence
580,new post festival pesona tambora angkat eksotisme alam budaya dompu bima,neutral
581,user user bang user kristen istrinya muslim strategi,neutral
